"U.M.","Nombre","Desc. item","MARCA","Referencia","Nombre archivo","Precio unitario","Existencia","Columna 1","Desc. detalle ext. 1","Extensión final"
"UND ","CINTA COLCIN SOLIDA","CINTA COLCIN 18x50yds SOLIDA","COLCINTEX S.A.","3507","3507.png","$1.728","0","9","LILA ","Lila "
"UND ","CINTA COLCIN SOLIDA","CINTA COLCIN 18x50yds SOLIDA","COLCINTEX S.A.","3507","3507.png","$1.728","0","10","NARANJA ","Naranja"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","1","DURAZNO ","Durazno"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","27","FUCSIA ","Fucsia "
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","138","SURTIDOS ","Surtidos "
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","105","TRICOLOR ","Tricolor "
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","82","BLANCO ","Blanco "
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","9","CF OSCUR ","Café Oscurora"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","8","CHOCOLATE","Chocolate"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","13","CRISTAL ","Cristal "
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","20","VERDE SEL","Verde Selva"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","15","VIOLETA ","Violeta"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","25","LILA ","Lila "
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","68","NEGRO ","Negro"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","19","NARANJA ","Naranja"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","114","ROJO ","Rojo"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","12","P.MATAZUL","Pastel Mate Azul"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","1","MOSTAZA ","Mostaza "
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","12","SRT TROPC","Surtida Tropical"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","3","EUCALIPTO","Eucalipto"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","12","VERDE ","Verde"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","32","VERD LIMO","Verde Limón"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","59","AZL REY O","Azul Rey O"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","10","ROSA ","Rosa "
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","8","RJ IMPERI","Rojo Imperial"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","23","AMARI MIE","Amarillo Miel"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","1","NARANJA C","Naranja C"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","8","TURQ PROF","Turquesa Profesional"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","39","AMARILLO ","Amarillo "
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","1","AZUL CARI","Azul Caribe"
"UND ","BOMBA R FASHION","BOMBA R 12x12 FASHION","SEMPERTEX","3509","3509.png","$3.596","67","44","AZUL ","Azul"
"UND ","HOJAS REP ARGOLLADO 105-2 CUADROS NORMA","HOJAS REP ARG 105-2 CUADROS NORMA","CARVAJAL EDUCACION","3518","3518.png","$3.369","60","75","GN ","Genérico"
"UND ","BLOCK CARTA ARGOLLADO NORMA RAYADO","BLOCK CARTA ARG NORMA 80hjs RAYADO cj/44","CARVAJAL EDUCACION","3520","3520.png","$2.160","0","28","GN ","Genérico"
"UND ","TINTA EPSON T664320/220/120 ORIGINAL BOT","TINTA EPSON T664320/220/120 ORIGINAL BOT","SUMINISTROS IMPRESOS","3522","3522.png","$33.480","0","1","AMARILLO ","Amarillo "
"UND ","MARCADOR EDDING 320 PERMANENTE RECARGABLE BISELADA","MARCADOR EDDING 320 PERM RECARG BISELADA","EDDING S.A.","3529","3529.png","$3.437","64","6","ROJO ","Rojo"
"UND ","MARCADOR EDDING 320 PERMANENTE RECARGABLE BISELADA","MARCADOR EDDING 320 PERM RECARG BISELADA","EDDING S.A.","3529","3529.png","$3.437","64","38","NEGRO ","Negro"
"UND ","SOBRE LLUVIA PRIMAVERA TODA OCASIÓN","SOBRE LLUVIA PRIMAV x12uds TODA OCAS","PAPELES PRIMAVERA","3530","3530.png","$8.236","8","8","FC DESTx1","Feliz Cumpl Destellos"
"UND ","SOBRE LLUVIA PRIMAVERA TODA OCASIÓN","SOBRE LLUVIA PRIMAV x12uds TODA OCAS","PAPELES PRIMAVERA","3530","3530.png","$8.236","8","11","GRD TRANS","Grados "
"UND ","SOBRE LLUVIA PRIMAVERA TODA OCASIÓN","SOBRE LLUVIA PRIMAV x12uds TODA OCAS","PAPELES PRIMAVERA","3530","3530.png","$8.236","8","11","MATRIMONI","Matrimonio"
"UND ","SOBRE LLUVIA PRIMAVERA TODA OCASIÓN","SOBRE LLUVIA PRIMAV x12uds TODA OCAS","PAPELES PRIMAVERA","3530","3530.png","$8.236","8","1","BABY SHOW","Baby Shower"
"UND ","SOBRE LLUVIA PRIMAVERA TODA OCASIÓN","SOBRE LLUVIA PRIMAV x12uds TODA OCAS","PAPELES PRIMAVERA","3530","3530.png","$8.236","8","12","BABY SHOW","Baby Shower"
"UND ","SOBRE LLUVIA PRIMAVERA TODA OCASIÓN","SOBRE LLUVIA PRIMAV x12uds TODA OCAS","PAPELES PRIMAVERA","3530","3530.png","$8.236","8","5","KRF TOCAS","Kraft Toda Ocasión"
"UND ","SOBRE LLUVIA PRIMAVERA TODA OCASIÓN","SOBRE LLUVIA PRIMAV x12uds TODA OCAS","PAPELES PRIMAVERA","3530","3530.png","$8.236","8","3","DISN BABS","Disney Babies"
"UND ","SOBRE LLUVIA PRIMAVERA TODA OCASIÓN","SOBRE LLUVIA PRIMAV x12uds TODA OCAS","PAPELES PRIMAVERA","3530","3530.png","$8.236","8","9","DIS MRV O","Disney Marvel"
"UND ","SOBRE LLUVIA PRIMAVERA TODA OCASIÓN","SOBRE LLUVIA PRIMAV x12uds TODA OCAS","PAPELES PRIMAVERA","3530","3530.png","$8.236","8","4","1ERA COMU","Primera Comunión"
"UND ","SOBRE LLUVIA PRIMAVERA TODA OCASIÓN","SOBRE LLUVIA PRIMAV x12uds TODA OCAS","PAPELES PRIMAVERA","3530","3530.png","$8.236","8","8","15 AÑOS  ","15 Años "
"UND ","MARCADOR OE-520 PERMANENTE COLOR","MARCADOR OE-520 PERMANENTE COLOR","OFIESCOLARES","35335","35335.png","$1.085","40","36","NEGRO ","Negro"
"UND ","MARCADOR OE-520 PERMANENTE COLOR","MARCADOR OE-520 PERMANENTE COLOR","OFIESCOLARES","35335","35335.png","$1.085","40","4","AZUL ","Azul"
"UND ","CUADERNO COSIDO DOGS","CUAD COS DOGS x50hj cjx30","CARVAJAL EDUCACION","3534","3534.png","$5.985","58","76","CUADROS ","Cuadros"
"UND ","CUADERNO COSIDO DOGS","CUAD COS DOGS x50hj cjx30","CARVAJAL EDUCACION","3534","3534.png","$5.985","58","134","RAYAS ","Rayas "
"UND ","LAMPARA CHINA UNICOLOR","LAMPARA CHINA UNICOLOR 14pgds","SEMPERTEX","3535","3535.png","$3.506","76","2","ROJO ","Rojo"
"UND ","BOLÍGRAFO UNIBALL EYE ROLLER BALL NEGRO","BOLIG UNIBALL EYE ROLLER BALL 0.7MM NGR","INDUSTRIAS KORES","3536","3536.png","$3.406","41","10","NEGRO ","Negro"
"UND ","JUG 10431 CAMIONETA POLICIA 63388 BURB","JUG 10431 CAMIONETA POLICIA 63388 BURB","JUGUETES VADISA","3539","3539.png","$11.271","96","1","GN ","Genérico"
"UND ","ESCARCHA LAZER ULTRAFINA EN TUBO","ESCARCHA LAZER ULTRAFINA EN TUBO","ROSETA INDUSTRIAL","3540","3540.png","$1.123","20","93","DORADO OR","Dorado Oro"
"UND ","ESCARCHA LAZER ULTRAFINA EN TUBO","ESCARCHA LAZER ULTRAFINA EN TUBO","ROSETA INDUSTRIAL","3540","3540.png","$1.123","20","81","PLATA ","Plata "
"UND ","HALL FIGURAS ADHESIVAS ESCARCHADA","HALL FIGURAS ADHESIVAS ESCARCHADA","FORMAS Y COLORES","3543","3543.png","$1.956","96","71","CALAB NJA","No subir"
"UND ","HALL FIGURAS ADHESIVAS ESCARCHADA","HALL FIGURAS ADHESIVAS ESCARCHADA","FORMAS Y COLORES","3543","3543.png","$1.956","96","42","GAT MURCI","No subir"
"UND ","HALL FIGURAS ADHESIVAS ESCARCHADA","HALL FIGURAS ADHESIVAS ESCARCHADA","FORMAS Y COLORES","3543","3543.png","$1.956","96","100","HALLOWEEN","Halloween"
"UND ","HALL FIGURAS ADHESIVAS ESCARCHADA","HALL FIGURAS ADHESIVAS ESCARCHADA","FORMAS Y COLORES","3543","3543.png","$1.956","96","74","MURCIELAG","Murciélago"
"UND ","CARPETA FUELLE ET 653 ETERNA","CARPETA FUELLE ET 653 ETERNA","DISTRIBUIDORA PQ","3547","3547.png","$3.430","51","1","SURTIDOS ","Surtidos "
"UND ","HUMEDECEDOR SORT KWIK 1 3/4ONZ","HUMEDECEDOR SORT KWIK 50gr 1 3/4ONZ","MARK EMPRESARIAL","3549","3549.png","$3.186","0","9","GN ","Genérico"
"UND ","NAV FOLLAJE ANIMAL FLQ03877","NAV FOLLAJE ANIMAL FLQ03877","GIFT LATINOAMERICANA S.A.S","3550","3550.png","$5.572","80","13","GN ","Genérico"
"UND ","FOLDER COLGANTE CAFE VAR PLAST CARTON","FOLDER COLGANTE CAFE VAR PLAST CARTON","FABRIFOLDER","3561","3561.png","$680","40","622","GN ","Genérico"
"UND ","PLANTILLA MAPA POLITICO DE COLOMBIA","PLANTILLA MAPA POLITICO DE COLOMBIA","MORRISON PLASTICOS LTDA","3563","3563.png","$1.944","0","51","GN ","Genérico"
"UND ","PLANTILLA MAPA DE COLOMBIA","PLANTILLA MAPA DE COLOMBIA bolsa/10uds","MORRISON PLASTICOS LTDA","3564","3564.png","$972","0","3","GN ","Genérico"
"UND ","PLANTILLA MAPA DE COLOMBIA","PLANTILLA MAPA DE COLOMBIA bolsa/10uds","MORRISON PLASTICOS LTDA","3564","3564.png","$972","0","100","GN ","Genérico"
"UND ","CARTILLA ATLAS UNIVERSAL","CARTILLA ATLAS UNIVERSAL","EDITORIAL ESCAR S.A.","3567","3567.png","$3.938","87","7","GN ","Genérico"
"UND ","COSEDORA OFFI ES 322 NO ESFUERZO","COSEDORA OFFI ES 322 NO ESFUERZO","OFIESCOLARES","3568","3568.png","$10.618","56","1","GN ","Genérico"
"UND ","MICROPUNTA PELIKAN PLUS AZUL CLARO","MICROPUNTA PELIKAN PLUS AZUL CLARO x10ud","PELIKAN DE INDISTRI","3573","3573.png","$11.891","34","7","GN ","Genérico"
"UND ","MICROPUNTA PELIKAN PLUS AZUL CLARO","MICROPUNTA PELIKAN PLUS AZUL CLARO x10ud","PELIKAN DE INDISTRI","3573","3573.png","$11.891","34","4","GN ","Genérico"
"UND ","PEGA NOTAS KORES GRANDE AMARILLO","PEGA NOTAS KORES 75x100 GDE AMR x96ud","INDUSTRIAS KORES","3574","3574.png","$2.077","65","79","GN ","Genérico"
"UND ","CORRECTOR REPUESTO FABER C RETRACTIL","CORRECTOR REPUESTO FABER C RETRACTIL","TECNACRIL FABER CASTELL","3578","3578.png","$3.354","69","74","GN ","Genérico"
"UND ","PEGANTE BARRA KORES x24x288ud","PEGANTE BARRA KORES 20gr x24x288ud","INDUSTRIAS KORES","3580","3580.png","$1.493","13","191","GN ","Genérico"
"UND ","PLUMON COLORELLA JR","PLUMON COLORELLA x 6uds JR x 48ud","PELIKAN DE INDISTRI","3582","3582.png","$2.922","79","1","GN ","Genérico"
"UND ","PLUMON COLORELLA JR 48","PLUMON COLORELLA x12uds JR x 48","PELIKAN DE INDISTRI","3583","3583.png","$5.478","84","2","GN ","Genérico"
"UND ","PLUMON COLORELLA JR 48","PLUMON COLORELLA x12uds JR x 48","PELIKAN DE INDISTRI","3583","3583.png","$5.478","84","22","GN ","Genérico"
"UND ","ESCUADRA PELIKAN 45 617 60 619","ESCUADRA PELIKAN 32cm 45 617 60 619 x288","PELIKAN DE INDISTRI","3585","3585.png","$3.344","76","1","60 GRADOS","60 Grados"
"UND ","ESCUADRA PELIKAN 45 617 60 619","ESCUADRA PELIKAN 32cm 45 617 60 619 x288","PELIKAN DE INDISTRI","3585","3585.png","$3.344","76","1","45 GRADOS","45 Grados"
"UND ","ESCUADRA PELIKAN 45 617 60 619","ESCUADRA PELIKAN 32cm 45 617 60 619 x288","PELIKAN DE INDISTRI","3585","3585.png","$3.344","76","13","45 GRADOS","45 Grados"
"UND ","ESCUADRA PELIKAN 45 616 60 618","ESCUADRA PELIKAN 25cm 45 616 60 618 x288","PELIKAN DE INDISTRI","3586","3586.png","$2.688","12","1","60 GRADOS","60 Grados"
"UND ","ESCUADRA PELIKAN 45 616 60 618","ESCUADRA PELIKAN 25cm 45 616 60 618 x288","PELIKAN DE INDISTRI","3586","3586.png","$2.688","12","11","60 GRADOS","60 Grados"
"UND ","REGLA PELIKAN T DE","REGLA PELIKAN T DE 30cms","PELIKAN DE INDISTRI","3591","3591.png","$6.705","72","2","GN ","Genérico"
"UND ","REGLA PELIKAN T DE","REGLA PELIKAN T DE 30cms","PELIKAN DE INDISTRI","3591","3591.png","$6.705","72","10","GN ","Genérico"
"UND ","LUPA GLASS 10x5x1cm","LUPA GLASS 40mm 10x5x1cm 10x800","INDUSTRIAS EL FARO","3594","3594.png","$981","72","58","GN ","Genérico"
"UND ","PEGANTE BARRA PELIKAN PELFIX","PEGANTE BARRA PELIKAN x40gr PELFIX x12ud","PELIKAN DE INDISTRI","3611","3611.png","$2.500","96","13","GN ","Genérico"
"UND ","PEGANTE BARRA PELIKAN PELFIX","PEGANTE BARRA PELIKAN x40gr PELFIX x12ud","PELIKAN DE INDISTRI","3611","3611.png","$2.500","96","106","GN ","Genérico"
"UND ","PEGANTE BARRA PELIKAN PELFIX","PEGANTE BARRA PELIKAN x20gr PELFIX x12ud","PELIKAN DE INDISTRI","3612","3612.png","$1.692","36","23","GN ","Genérico"
"UND ","PEGANTE BARRA PELIKAN PELFIX","PEGANTE BARRA PELIKAN x20gr PELFIX x12ud","PELIKAN DE INDISTRI","3612","3612.png","$1.692","36","2","GN ","Genérico"
"UND ","VINILO RAPID FLUORESCENTE","VINILO RAPID FLUORESCENTE 120cc","RAPID Y CIA LTDA","3616","3616.png","$2.079","0","3","NARANJA ","Naranja"
"UND ","VINILO RAPID FLUORESCENTE","VINILO RAPID FLUORESCENTE 120cc","RAPID Y CIA LTDA","3616","3616.png","$2.079","0","136","VERDE ","Verde"
"UND ","VINILO RAPID FLUORESCENTE","VINILO RAPID FLUORESCENTE 120cc","RAPID Y CIA LTDA","3616","3616.png","$2.079","0","79","AMARILLO ","Amarillo "
"UND ","VINILO RAPID FLUORESCENTE","VINILO RAPID FLUORESCENTE 120cc","RAPID Y CIA LTDA","3616","3616.png","$2.079","0","11","AZUL ","Azul"
"UND ","VINILO RAPID FLUORESCENTE","VINILO RAPID FLUORESCENTE 120cc","RAPID Y CIA LTDA","3616","3616.png","$2.079","0","93","FUCSIA ","Fucsia "
"UND ","VINILO RAPID FLUORESCENTE","VINILO RAPID FLUORESCENTE 120cc","RAPID Y CIA LTDA","3616","3616.png","$2.079","0","9","MAGENTA ","Magenta"
"UND ","REGLA MAPED TWIST'N FLEX","REGLA MAPED 15cm TWIST'N FLEX","MAPPED","3618","3618.png","$814","32","10","GN ","Genérico"
"UND ","CINTA EPSON GENERICA 890","CINTA EPSON GENERICA 890","NUKOTE DE COLOMBIA","3623","3623.png","$15.014","16","20","GN ","Genérico"
"UND ","PEGANTE FAB CAST PEGA BIEN 125grx24ud","PEGANTE FAB CAST PEGA BIEN 125grx24ud","TECNACRIL FABER CASTELL","3631","3631.png","$2.828","52","1","GN ","Genérico"
"UND ","PEGANTE FAB CAST PEGA BIEN 125grx24ud","PEGANTE FAB CAST PEGA BIEN 125grx24ud","TECNACRIL FABER CASTELL","3631","3631.png","$2.828","52","7","GN ","Genérico"
"UND ","BLOCK OFICIO CUADROS IMAGENES","BLOCK OFICIO CUADROS IMAGENES  50uds","CARVAJAL EDUCACION","3635","3635.png","$2.462","40","293","GN ","Genérico"
"UND ","CARTILLA NACHO LECTURA Y ESCRIT","CARTILLA NACHO LECTURA Y ESCRIT cj/150ud","SUSAETA EDICIONES","3636","3636.png","$5.389","20","90","GN ","Genérico"
"UND ","CUADERNO COSIDO PASTA DURA MASTER","CUAD COS PD MASTER x100hj cjx40","COLOMBIANA KIMBERLY","3645","3645.png","$8.799","84","15","CUADR HOM","Cuadros Hombre"
"UND ","CUADERNO COSIDO PASTA DURA MASTER","CUAD COS PD MASTER x100hj cjx40","COLOMBIANA KIMBERLY","3645","3645.png","$8.799","84","1","CUADR MUJ","Cuadros Mujer"
"UND ","DETECTOR DE BILLETES PELIKAN GRUESO","DETECTOR DE BILLETES PELIKAN GRUESO 5mm","PELIKAN DE INDISTRI","3646","3646.png","$2.332","80","1","GN ","Genérico"
"UND ","MARCADOR EDDING 130 PERMANENTE PUNTA BISEL","MARCADOR EDDING 130 PERM PTA BISEL x10","EDDING S.A.","3651","3651.png","$1.338","12","18","NEGRO ","Negro"
"UND ","MARCADOR EDDING 130 PERMANENTE PUNTA BISEL","MARCADOR EDDING 130 PERM PTA BISEL x10","EDDING S.A.","3651","3651.png","$1.338","12","4","VERDE ","Verde"
"UND ","MARCADOR EDDING 130 PERMANENTE PUNTA BISEL","MARCADOR EDDING 130 PERM PTA BISEL x10","EDDING S.A.","3651","3651.png","$1.338","12","28","AZUL ","Azul"
"UND ","PLUMON COLORELLA UNIDAD","PLUMON COLORELLA x Udad x12 x1200","PELIKAN DE INDISTRI","3653","3653.png","$415","91","15","AZUL ","Azul"
"UND ","PLUMON COLORELLA UNIDAD","PLUMON COLORELLA x Udad x12 x1200","PELIKAN DE INDISTRI","3653","3653.png","$415","91","43","AZUL ","Azul"
"UND ","PLUMON COLORELLA UNIDAD","PLUMON COLORELLA x Udad x12 x1200","PELIKAN DE INDISTRI","3653","3653.png","$415","91","12","NEGRO ","Negro"
"UND ","PLUMON COLORELLA UNIDAD","PLUMON COLORELLA x Udad x12 x1200","PELIKAN DE INDISTRI","3653","3653.png","$415","91","167","NEGRO ","Negro"
"UND ","PLUMON COLORELLA UNIDAD","PLUMON COLORELLA x Udad x12 x1200","PELIKAN DE INDISTRI","3653","3653.png","$415","91","2","AMR OCRE ","Amr Ocre "
"UND ","PLUMON COLORELLA UNIDAD","PLUMON COLORELLA x Udad x12 x1200","PELIKAN DE INDISTRI","3653","3653.png","$415","91","1","GrClCa 96","Gris Claro"
"UND ","PLUMON COLORELLA UNIDAD","PLUMON COLORELLA x Udad x12 x1200","PELIKAN DE INDISTRI","3653","3653.png","$415","91","12","ROJO ","Rojo"
"UND ","PLUMON COLORELLA UNIDAD","PLUMON COLORELLA x Udad x12 x1200","PELIKAN DE INDISTRI","3653","3653.png","$415","91","20","ROJO ","Rojo"
"UND ","CRAQUELADOR ROSETA","CRAQUELADOR ROSETA 60cc","ROSETA INDUSTRIAL","3659","3659.png","$2.193","93","3","GN ","Genérico"
"UND ","LIBRO 3COL 1/2OF 803F NORMA","LIBRO 3COL 1/2OF 803F NORMA 12uds","CARVAJAL EDUCACION","3665","3665.png","$4.774","41","54","GN ","Genérico"
"UND ","COMPÁS FABER CAST PRECISIÓN ESCOLARx5ud","COMPÁS FABER CAST PRECISIÓN ESCOLARx5ud","TECNACRIL FABER CASTELL","3666","3666.png","$11.772","54","3","GN ","Genérico"
"UND ","SILICONA LIQ TESA","SILICONA LIQ 30ml TESA cj/576uds","BEIERDORSF","3668","3668.png","$1.620","0","5","GN ","Genérico"
"UND ","SILICONA LIQ TESA","SILICONA LIQ 30ml TESA cj/576uds","BEIERDORSF","3668","3668.png","$1.620","0","571","GN ","Genérico"
"UND ","MORRAL ACUARELA TOTTO","MORRAL ACUARELA TOTTO","DISTRIBUIDORA NALSANI","3669","3669.png","$65.063","52","21","GN ","Genérico"
"UND ","CUADERNO ARGOLLADO 7M 095 PASTA DURA LITE FERRARI","CUAD ARG 7M 095 PD LITE FERRARI 175hjs","CARVAJAL EDUCACION","3675","3675.png","$12.534","48","7","HCD","HCD"
"UND ","CUADERNO EMP 7M 095 PRIMAVERA","CUAD EMP 7M 095 PRIMAV 210hj 36uds","PAPELES PRIMAVERA","3686","3686.png","$14.732","28","5","CUADR HOM","Cuadros Hombre"
"UND ","CUADERNO EMP 7M 095 PRIMAVERA","CUAD EMP 7M 095 PRIMAV 210hj 36uds","PAPELES PRIMAVERA","3686","3686.png","$14.732","28","10","MIXTO HOM","Mixto Hombre"
"UND ","CORDÓN c/GANCHO p/ESCARAPELA","CORDÓN c/GANCHO p/ESCARAPELA bolx25uds","SISMA DISTRIBUCIONES LTDA","3687","3687.png","$7.695","0","5","AZUL OSCU","Azul Oscuro"
"UND ","CORDÓN c/GANCHO p/ESCARAPELA","CORDÓN c/GANCHO p/ESCARAPELA bolx25uds","SISMA DISTRIBUCIONES LTDA","3687","3687.png","$7.695","0","7","NEGRO ","Negro"
"UND ","CORDÓN c/GANCHO p/ESCARAPELA","CORDÓN c/GANCHO p/ESCARAPELA bolx25uds","SISMA DISTRIBUCIONES LTDA","3687","3687.png","$7.695","0","3","ROJO ","Rojo"
"UND ","CORDÓN c/GANCHO p/ESCARAPELA","CORDÓN c/GANCHO p/ESCARAPELA bolx25uds","SISMA DISTRIBUCIONES LTDA","3687","3687.png","$7.695","0","6","VERDE ","Verde"
"UND ","CORDÓN c/GANCHO p/ESCARAPELA","CORDÓN c/GANCHO p/ESCARAPELA bolx25uds","SISMA DISTRIBUCIONES LTDA","3687","3687.png","$7.695","0","1","AMARILLO ","Amarillo "
"UND ","CORDÓN c/GANCHO p/ESCARAPELA","CORDÓN c/GANCHO p/ESCARAPELA bolx25uds","SISMA DISTRIBUCIONES LTDA","3687","3687.png","$7.695","0","9","AZUL ","Azul"
"UND ","PASTA ANILLADA POLIC OFICIO PAR","PASTA ANILL POLIC OFICIO  PAR","SISMA DISTRIBUCIONES LTDA","3699","3699.png","$12.096","0","9","ROJO ","Rojo"
"UND ","PASTA ANILLADA POLIC OFICIO PAR","PASTA ANILL POLIC OFICIO  PAR","SISMA DISTRIBUCIONES LTDA","3699","3699.png","$12.096","0","1","GR CLARO ","Gr Claro "
"UND ","PASTA ANILLADA POLIC OFICIO PAR","PASTA ANILL POLIC OFICIO  PAR","SISMA DISTRIBUCIONES LTDA","3699","3699.png","$12.096","0","17","AGUAMARIN","Agua Marina"
"UND ","PASTA ANILLADA POLIC OFICIO PAR","PASTA ANILL POLIC OFICIO  PAR","SISMA DISTRIBUCIONES LTDA","3699","3699.png","$12.096","0","12","VERD CLAR","Verde Claro"
"UND ","PASTA ANILLADA POLIC OFICIO PAR","PASTA ANILL POLIC OFICIO  PAR","SISMA DISTRIBUCIONES LTDA","3699","3699.png","$12.096","0","7","MORADO ","Morado "
"UND ","PASTA ANILLADA POLIC OFICIO PAR","PASTA ANILL POLIC OFICIO  PAR","SISMA DISTRIBUCIONES LTDA","3699","3699.png","$12.096","0","1","AMARILLO ","Amarillo "
"UND ","PASTA ANILLADA POLIC OFICIO PAR","PASTA ANILL POLIC OFICIO  PAR","SISMA DISTRIBUCIONES LTDA","3699","3699.png","$12.096","0","15","BLANCO ","Blanco "
"UND ","PASTA ANILLADA POLIC OFICIO PAR","PASTA ANILL POLIC OFICIO  PAR","SISMA DISTRIBUCIONES LTDA","3699","3699.png","$12.096","0","8","AZUL OSCU","Azul Oscuro"
"UND ","PLANTILLA DE ANIMALES 21 FIGUR bols/10","PLANTILLA DE ANIMALES x 21 FIGUR bols/10","MORRISON PLASTICOS LTDA","3701","3701.png","$1.151","28","14","GN ","Genérico"
"UND ","CARTULINA ACUARELA GUARRO","CARTULINA ACUARELA 70x100 240gr GUARRO","ICOPEL","3702","3702.png","$7.560","0","27","GN ","Genérico"
"UND ","TINTA H.P.CZ100AL NG/COLOR BAJA","TINTA H.P.CZ100AL  662PG NG/COLOR BAJA","IMPRESISTEM","3706","3706.png","$42.120","0","1","COLOR ","Color "
"UND ","MARCADOR DE VINILO TRAZARTE","MARCADOR DE VINILO 15mm TRAZARTE","GOMEZUL","3707","3707.png","$10.935","0","1","DORADO OR","Dorado Oro"
"UND ","MARCADOR DE VINILO TRAZARTE","MARCADOR DE VINILO 15mm TRAZARTE","GOMEZUL","3707","3707.png","$10.935","0","1","AMARILLO ","Amarillo "
"UND ","MARCADOR DE VINILO TRAZARTE","MARCADOR DE VINILO 15mm TRAZARTE","GOMEZUL","3707","3707.png","$10.935","0","1","BLANCO ","Blanco "
"UND ","TABLERO CORCHO ALUMINIO ARTECMA","TABLERO CORCHO 40x60cm ALUMINIO ARTECMA","ARTECMA","3713","3713.png","$59.508","0","1","GN ","Genérico"
"UND ","CUADERNO ARGOLLADO 1M 105 PASTA DURA SPIDERMAN","CUAD ARG 1M 105 PD SPIDERMAN 80hj","COLOMBIANA KIMBERLY","3715","3715.png","$17.296","20","2","CUADROS ","Cuadros"
"UND ","PLIEGO PAPEL BOND 120 GRMS","PLIEGO PAPEL BOND 120 GRMS","DISPAPELES","3725","3725.png","$525","96","340","GN ","Genérico"
"UND ","BORRADOR PELIKAN PZ 60","BORRADOR PELIKAN PZ 60 x60 x1440","PELIKAN DE INDISTRI","3731","3731.png","$281","5","3.354","GN ","Genérico"
"UND ","BORRADOR PELIKAN PZ 40","BORRADOR PELIKAN PZ 40 x40 x640","PELIKAN DE INDISTRI","3732","3732.png","$372","36","7","GN ","Genérico"
"UND ","BORRADOR PELIKAN PZ 40","BORRADOR PELIKAN PZ 40 x40 x640","PELIKAN DE INDISTRI","3732","3732.png","$372","36","668","GN ","Genérico"
"UND ","REGLA PELIKAN","REGLA PELIKAN 50cms x288","PELIKAN DE INDISTRI","3733","3733.png","$3.834","0","1","GN ","Genérico"
"UND ","REGLA PELIKAN","REGLA PELIKAN 50cms x288","PELIKAN DE INDISTRI","3733","3733.png","$3.834","0","3","GN ","Genérico"
